uniform step differential table: 
{107.58}, 113.48, {107.32}, {107.63}, 108.26, 113.48, 108.26, 113.02, 115.4, 113.63, 115.98, 115.13, 114.81, 113.81, 114.52
112.75, {107.56}, 112.65, 112.51, 113.14, {107.56}, 113.57, {107.15}, 114.93, 107.95, 114.73, 115.65, 114.72, 108.37, 114.92
115.25, 116.11, 114.95, 115.23, 115.93, 116.11, 115.94, 115.67, 122.23, 116.44, 122.43, 122.31, 121.79, 116.89, 121.66
114.29, 115.81, 111.64, 111.68, 114.91, 115.81, 114.95, 115.31, 119.54, 116.08, 119.6, 119.52, 118.65, 116.42, 118.62
108.26, 114.28, 107.96, 108.24, 108.95, 114.28, 108.95, 113.8, 116.01, 114.39, 116.57, 115.76, 115.41, 114.55, 115.13
115.23, 115.35, 114.89, 115.15, 115.91, 115.35, 115.92, 114.93, 121.86, 115.75, 121.95, 122.04, 121.44, 116.12, 121.38
120.19, 115.14, 119.01, 118.95, 120.59, 115.14, 120.99, 114.74, 122.5, 115.55, 122.29, 123.18, 122.24, 115.95, 122.44
113.34, 107.96, 113.24, 113.05, 113.7, 107.96, 114.17, {107.56}, 115.35, 108.37, 115.14, 116.09, 115.12, 108.78, 115.34
113.34, 107.96, 113.24, 113.05, 113.7, 107.96, 114.17, {107.56}, 115.35, 108.37, 115.14, 116.09, 115.12, 108.78, 115.34
113.41, 108.37, 113.28, 113.18, 113.83, 108.37, 114.23, 107.95, 115.75, 108.77, 115.54, 116.43, 115.52, 109.14, 115.73
113.63, 108.78, 113.49, 113.44, 114.08, 108.78, 114.4, 108.37, 116.12, 109.14, 115.94, 116.88, 115.91, 109.63, 116.09
115.02, 114.66, 111.76, 111.78, 115.59, 114.66, 115.68, 114.22, 119.5, 114.98, 119.5, 119.56, 118.65, 115.41, 118.65
108.95, 114.42, 108.49, 108.76, 109.61, 114.42, 109.61, 113.92, 116.58, 114.55, 117.06, 116.33, 115.92, 114.81, 115.68
115.53, 115.13, 115.22, 115.5, 116.2, 115.13, 116.21, 114.73, 121.89, 115.54, 121.91, 122.16, 121.51, 115.93, 121.49
117.42, 115.36, 116.8, 116.96, 118.1, 115.36, 118.15, 114.94, 122.46, 115.76, 122.34, 122.94, 122.13, 116.13, 122.24
